region,season,quadrat,species,sex,stage,is_gravid,carapace_width,carapace_length,front_width,left_claw_length,right_claw_length
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,61.0,47.0,46.0,28.0,34.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,True,77.0,58.0,44.0,41.0,34.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,73.0,55.0,55.0,42.0,43.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,74.0,57.0,47.0,35.0,42.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,42.0,33.0,29.0,20.0,20.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,49.0,38.0,33.0,20.0,19.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,44.0,34.0,19.0,20.0,27.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,58.0,44.0,33.0,28.0,35.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,71.0,56.0,49.0,38.0,36.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,59.0,45.0,31.0,32.0,24.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,47.0,36.0,33.0,25.0,28.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,63.0,48.0,38.0,36.0,34.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,80.0,61.0,46.0,30.0,33.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,72.0,55.0,33.0,34.0,32.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,70.0,54.0,32.0,33.0,33.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,78.0,59.0,53.0,46.0,47.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,67.0,52.0,56.0,32.0,36.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,58.0,45.0,28.0,27.0,35.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,62.0,48.0,30.0,35.0,29.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,46.0,36.0,28.0,24.0,27.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,49.0,38.0,32.0,28.0,26.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,54.0,42.0,36.0,24.0,28.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,71.0,55.0,36.0,37.0,43.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,46.0,37.0,19.0,22.0,24.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,50.0,39.0,26.0,29.0,31.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,51.0,40.0,28.0,23.0,24.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,62.0,48.0,25.0,33.0,27.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,43.0,33.0,21.0,22.0,18.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,True,74.0,56.0,35.0,39.0,32.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,42.0,33.0,26.0,19.0,14.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,50.0,38.0,41.0,27.0,23.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,42.0,33.0,31.0,19.0,29.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,45.0,35.0,34.0,27.0,23.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,45.0,35.0,26.0,20.0,23.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,74.0,56.0,36.0,38.0,44.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,51.0,41.0,28.0,23.0,18.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,54.0,41.0,42.0,27.0,27.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,55.0,42.0,25.0,25.0,29.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,70.0,55.0,30.0,39.0,29.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,62.0,47.0,24.0,29.0,30.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,68.0,52.0,42.0,39.0,28.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,56.0,43.0,22.0,30.0,27.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,72.0,55.0,49.0,41.0,47.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,56.0,43.0,31.0,23.0,33.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,45.0,34.0,20.0,21.0,27.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,48.0,37.0,20.0,16.0,25.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,44.0,34.0,30.0,23.0,26.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,True,76.0,58.0,51.0,44.0,37.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,48.0,37.0,37.0,20.0,23.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,64.0,49.0,51.0,28.0,27.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,79.0,60.0,61.0,42.0,36.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,41.0,32.0,22.0,18.0,17.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,77.0,60.0,62.0,33.0,44.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,True,44.0,35.0,34.0,19.0,23.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,True,53.0,40.0,27.0,32.0,19.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,52.0,40.0,31.0,24.0,29.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,56.0,43.0,42.0,33.0,36.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,49.0,37.0,34.0,28.0,26.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,72.0,55.0,48.0,33.0,31.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,40.0,32.0,30.0,19.0,19.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,64.0,48.0,42.0,32.0,35.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,47.0,37.0,34.0,27.0,23.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,41.0,32.0,18.0,18.0,17.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,69.0,52.0,40.0,33.0,34.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,47.0,36.0,38.0,20.0,24.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,59.0,45.0,40.0,35.0,26.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,70.0,53.0,40.0,31.0,40.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,52.0,41.0,43.0,28.0,22.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,59.0,45.0,26.0,24.0,26.0
Ria de Alvor,summer,0,Afruca farensis,female,adult,False,63.0,48.0,40.0,32.0,36.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,19.0,16.0,11.0,10.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,19.0,15.0,10.0,14.0,8.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,21.0,17.0,14.0,9.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,19.0,15.0,9.0,13.0,12.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,17.0,14.0,8.0,8.0,8.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,29.0,24.0,16.0,13.0,12.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,19.0,15.0,14.0,9.0,9.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,26.0,21.0,14.0,11.0,10.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,25.0,20.0,12.0,11.0,17.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,18.0,15.0,10.0,8.0,5.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,27.0,21.0,11.0,18.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,22.0,18.0,18.0,9.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,17.0,14.0,10.0,7.0,8.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,21.0,17.0,14.0,7.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,26.0,20.0,16.0,10.0,13.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,18.0,15.0,10.0,8.0,8.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,19.0,15.0,15.0,13.0,8.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,27.0,21.0,21.0,12.0,12.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,21.0,17.0,12.0,11.0,14.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,23.0,19.0,13.0,11.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,23.0,18.0,16.0,15.0,13.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,18.0,14.0,12.0,6.0,7.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,23.0,19.0,10.0,10.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,27.0,21.0,21.0,13.0,15.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,21.0,17.0,14.0,6.0,12.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,24.0,19.0,15.0,12.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,22.0,17.0,15.0,13.0,7.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,22.0,17.0,12.0,10.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,25.0,20.0,19.0,14.0,18.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,18.0,15.0,8.0,14.0,6.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,27.0,22.0,21.0,12.0,12.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,29.0,23.0,16.0,19.0,20.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,28.0,22.0,20.0,20.0,16.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,18.0,15.0,13.0,11.0,8.0
Ria de Alvor,summer,0,Afruca farensis,male,juvenile,False,29.0,23.0,15.0,13.0,19.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,31.0,25.0,23.0,16.0,16.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,26.0,21.0,17.0,20.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,30.0,24.0,17.0,17.0,10.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,31.0,24.0,19.0,15.0,17.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,36.0,28.0,22.0,14.0,17.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,34.0,27.0,25.0,19.0,18.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,34.0,27.0,22.0,16.0,15.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,36.0,28.0,31.0,18.0,25.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,26.0,21.0,20.0,9.0,15.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,25.0,20.0,18.0,14.0,10.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,33.0,26.0,15.0,21.0,21.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,28.0,22.0,15.0,14.0,14.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,40.0,31.0,23.0,22.0,20.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,26.0,20.0,18.0,15.0,14.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,37.0,29.0,16.0,13.0,17.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,25.0,20.0,17.0,15.0,14.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,39.0,31.0,16.0,18.0,18.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,37.0,28.0,26.0,14.0,18.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,31.0,24.0,25.0,12.0,16.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,41.0,31.0,23.0,17.0,23.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,40.0,31.0,30.0,27.0,18.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,36.0,28.0,14.0,12.0,21.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,30.0,23.0,21.0,9.0,15.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,32.0,25.0,23.0,13.0,21.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,39.0,30.0,31.0,23.0,18.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,33.0,26.0,23.0,17.0,12.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,39.0,30.0,20.0,18.0,21.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,26.0,21.0,13.0,14.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,41.0,32.0,22.0,24.0,22.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,31.0,25.0,22.0,12.0,14.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,39.0,30.0,19.0,17.0,20.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,41.0,32.0,30.0,25.0,20.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,26.0,21.0,12.0,18.0,11.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,28.0,22.0,13.0,16.0,13.0
Ria de Alvor,summer,0,Afruca farensis,male,pre_puberty,False,32.0,25.0,21.0,18.0,16.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,46.0,36.0,21.0,23.0,67.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,75.0,58.0,49.0,39.0,104.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,46.0,35.0,31.0,20.0,69.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,55.0,42.0,23.0,25.0,66.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,55.0,42.0,30.0,31.0,73.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,63.0,48.0,33.0,35.0,91.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,58.0,45.0,31.0,27.0,73.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,57.0,45.0,28.0,23.0,87.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,72.0,55.0,35.0,30.0,90.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,48.0,37.0,27.0,26.0,52.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,55.0,42.0,35.0,31.0,85.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,57.0,44.0,35.0,24.0,74.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,53.0,40.0,25.0,30.0,73.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,47.0,36.0,22.0,20.0,74.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,75.0,58.0,54.0,27.0,107.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,59.0,45.0,37.0,23.0,81.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,71.0,55.0,35.0,37.0,113.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,75.0,57.0,41.0,39.0,112.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,44.0,34.0,22.0,19.0,62.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,44.0,34.0,22.0,20.0,56.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,70.0,54.0,33.0,34.0,90.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,51.0,40.0,24.0,32.0,66.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,56.0,43.0,24.0,28.0,68.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,50.0,39.0,38.0,23.0,82.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,74.0,56.0,31.0,44.0,113.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,46.0,36.0,27.0,23.0,59.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,63.0,48.0,44.0,88.0,87.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,73.0,56.0,32.0,41.0,117.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,71.0,54.0,51.0,39.0,103.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,75.0,57.0,47.0,25.0,118.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,50.0,39.0,27.0,24.0,69.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,70.0,55.0,29.0,34.0,94.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,56.0,43.0,27.0,24.0,66.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,69.0,53.0,53.0,33.0,112.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,69.0,52.0,50.0,32.0,98.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,71.0,54.0,49.0,32.0,86.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,47.0,36.0,36.0,27.0,69.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,48.0,37.0,29.0,22.0,62.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,73.0,56.0,50.0,34.0,99.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,71.0,54.0,56.0,37.0,104.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,65.0,50.0,49.0,32.0,97.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,69.0,53.0,57.0,34.0,89.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,55.0,42.0,24.0,26.0,22.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,63.0,48.0,33.0,34.0,89.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,57.0,44.0,28.0,24.0,83.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,66.0,52.0,47.0,33.0,95.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,58.0,45.0,45.0,28.0,87.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,68.0,52.0,32.0,34.0,108.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,69.0,53.0,42.0,35.0,88.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,62.0,47.0,32.0,38.0,87.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,45.0,35.0,23.0,27.0,64.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,45.0,34.0,35.0,20.0,60.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,69.0,53.0,43.0,40.0,91.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,76.0,59.0,57.0,35.0,105.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,73.0,56.0,65.0,38.0,86.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,58.0,45.0,26.0,26.0,82.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,76.0,57.0,31.0,32.0,85.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,63.0,49.0,46.0,32.0,96.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,65.0,50.0,44.0,35.0,86.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,60.0,45.0,41.0,33.0,89.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,75.0,58.0,46.0,37.0,100.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,49.0,38.0,31.0,21.0,86.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,68.0,52.0,36.0,29.0,98.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,70.0,53.0,54.0,40.0,83.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,53.0,41.0,35.0,26.0,75.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,56.0,43.0,26.0,22.0,66.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,57.0,43.0,42.0,36.0,78.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,56.0,43.0,42.0,25.0,69.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,50.0,39.0,40.0,26.0,73.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,52.0,40.0,42.0,29.0,62.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,58.0,45.0,29.0,30.0,84.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,64.0,49.0,40.0,31.0,89.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,66.0,52.0,49.0,36.0,97.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,72.0,55.0,35.0,35.0,101.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,64.0,51.0,57.0,27.0,94.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,64.0,49.0,39.0,32.0,95.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,61.0,47.0,35.0,25.0,92.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,46.0,35.0,31.0,22.0,63.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,53.0,41.0,34.0,32.0,78.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,70.0,53.0,42.0,41.0,85.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,53.0,41.0,26.0,28.0,57.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,65.0,50.0,32.0,29.0,80.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,57.0,43.0,36.0,35.0,90.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,72.0,55.0,40.0,33.0,96.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,57.0,44.0,29.0,31.0,94.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,69.0,53.0,36.0,28.0,99.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,60.0,46.0,50.0,27.0,90.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,45.0,35.0,29.0,19.0,62.0
Ria de Alvor,summer,0,Afruca farensis,male,sub_adult,False,48.0,37.0,27.0,26.0,74.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,81.0,62.0,47.0,28.0,112.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,93.0,72.0,59.0,44.0,131.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,73.0,56.0,30.0,37.0,90.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,95.0,72.0,49.0,45.0,141.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,101.0,76.0,47.0,41.0,52.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,73.0,57.0,36.0,36.0,94.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,82.0,62.0,54.0,37.0,86.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,78.0,59.0,41.0,37.0,108.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,84.0,64.0,55.0,34.0,111.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,103.0,78.0,48.0,48.0,148.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,53.0,40.0,33.0,31.0,73.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,64.0,49.0,36.0,39.0,98.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,55.0,42.0,25.0,18.0,66.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,56.0,43.0,41.0,27.0,68.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,84.0,64.0,35.0,44.0,115.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,97.0,74.0,53.0,42.0,128.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,91.0,69.0,67.0,56.0,128.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,78.0,61.0,33.0,43.0,134.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,73.0,56.0,40.0,35.0,108.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,98.0,75.0,60.0,45.0,121.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,73.0,57.0,40.0,39.0,103.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,83.0,63.0,44.0,39.0,112.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,92.0,70.0,70.0,46.0,157.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,61.0,46.0,29.0,36.0,67.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,77.0,60.0,43.0,39.0,93.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,101.0,77.0,53.0,52.0,150.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,73.0,56.0,30.0,32.0,32.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,69.0,52.0,36.0,33.0,102.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,103.0,78.0,46.0,58.0,141.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,60.0,46.0,34.0,35.0,30.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,104.0,79.0,64.0,59.0,37.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,91.0,70.0,55.0,44.0,119.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,76.0,58.0,54.0,35.0,110.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,54.0,41.0,37.0,37.0,70.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,94.0,71.0,70.0,43.0,125.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,68.0,52.0,50.0,35.0,79.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,63.0,48.0,35.0,34.0,80.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,76.0,58.0,42.0,37.0,119.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,53.0,42.0,44.0,28.0,28.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,58.0,46.0,45.0,29.0,68.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,69.0,54.0,43.0,35.0,95.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,73.0,56.0,39.0,49.0,129.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,95.0,72.0,70.0,49.0,130.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,61.0,47.0,27.0,36.0,100.0
Ria de Alvor,summer,0,Afruca farensis,male,adult,False,82.0,63.0,63.0,37.0,119.0
